target,heldout_dataset,model,model_key,mean_r2,mean_rmse,mean_rpd,n_runs
cp,13,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-1.4478285710016887,0.0003830183128053667,0.6565642754236857,3
cp,13,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-1.424309253692627,0.00038362457943446666,0.6466473937034607,3
cp,15,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-1.3547656536102295,0.00033229211454013333,0.6570892333984375,3
cp,13,BeamK30_ResidualMLP,labelled_residual,-1.3408690293629963,0.00037749312666143336,0.6552963654200236,3
cp,15,BeamK30_ResidualMLP,labelled_residual,-0.954934318860372,0.00030217342802573333,0.7250021696090698,3
cp,15,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-0.9303784370422363,0.0003014475645844667,0.7213728229204813,3
cp,4,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-0.33539756139119464,0.00016646853131369998,0.8797993262608846,3
cp,4,BeamK30_ResidualMLP,labelled_residual,-0.24540197849273682,0.00016142901261846667,0.8999822934468588,3
cp,4,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-0.08179070552190144,0.0001503034142987,0.9684430162111918,3
cp,4,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.05890297889709467,0.00014036584040563334,1.0344491799672444,3
cp,37,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.21648889780044547,0.000333933426478,1.1341391404469807,3
cp,37,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.2330225507418314,0.0003304447119988,1.1457388798395793,3
cp,37,BeamK30_ResidualMLP,labelled_residual,0.24325031042099,0.000328241621871,1.1533783674240112,3
cp,37,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.2549449801445007,0.00032560191069316667,1.1634234587351482,3
cp,35,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.3561716675758362,0.00030801712068713336,1.2606218258539836,3
cp,35,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.3638368844985962,0.0003069880191855333,1.2584271828333538,3
cp,35,BeamK30_ResidualMLP,labelled_residual,0.42479320367177326,0.00029191074181943334,1.3234216372172039,3
cp,35,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.45958393812179565,0.00028299776446723333,1.3646032015482585,3
cw,4,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-5.797072569529216,0.0064831666746612004,0.384904404481252,3
cw,4,BeamK30_ResidualMLP,labelled_residual,-4.284243901570638,0.005707387983796368,0.4385405977567037,3
cw,4,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-3.913606325785319,0.0055099549213684,0.4532543520132701,3
cw,4,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-3.4299446741739907,0.00523408122831,0.47672579685846955,3
cw,2,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-0.5735701322555542,0.0062912155330336,0.8002276221911112,3
cw,2,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-0.5073330402374268,0.0061588686470767,0.8169758717219034,3
cw,2,BeamK30_ResidualMLP,labelled_residual,-0.40267491340637207,0.005908883480218533,0.8605147401491801,3
cw,2,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-0.35785595575968426,0.005846887380046534,0.86019366979599,3
cw,47,BeamK30_ResidualMLP,labelled_residual,-0.07611511150995891,0.0074324041265449335,0.9706849257151285,3
cw,47,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.027334809303283653,0.007027354604382967,1.037624756495158,3
cw,47,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.027665754159291567,0.007065000308260567,1.0212383270263672,3
cw,47,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.13135079542795813,0.006673401031264833,1.0826443433761597,3
cw,35,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.17896433671315512,0.005137510520016167,1.1137021382649739,3
cw,13,BeamK30_ResidualMLP,labelled_residual,0.23457380135854086,0.010443209008685067,1.1454700231552124,3
cw,13,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.24259108304977414,0.0103877393286783,1.1517186164855957,3
cw,13,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.255837361017863,0.010292231475338766,1.1633549133936565,3
cw,13,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.2844732602437337,0.0100942488854608,1.185744047164917,3
cw,35,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.3118523160616557,0.004712368090564733,1.209526817003886,3
cw,35,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.32192871967951453,0.004670399187388934,1.2241429487864177,3
cw,35,BeamK30_ResidualMLP,labelled_residual,0.36004944642384845,0.004534788249597,1.2619775931040447,3
